"index","pos","neg","len"
3566,28,12,713
3567,27,12,583
3568,24,33,641
3569,64,6,2704
3570,65,17,2364
3571,47,16,2261
3572,62,9,2362
3573,11,7,342
3574,6,5,310
3575,4,5,119
3576,23,13,631
3577,43,26,1008
3578,29,11,570
3579,91,42,1814
3580,37,28,589
3581,16,21,436
3582,8,6,237
3583,20,4,304
3584,33,55,959
3585,17,10,287
3586,1,3,288
3587,42,42,906
3588,42,51,749
3589,30,19,684
3590,42,22,701
3591,25,20,623
3592,25,15,749
3593,69,33,865
3594,61,28,1110
3595,50,39,1153
3596,37,51,932
3597,46,52,950
3598,32,19,629
3599,21,15,543
3600,108,42,1381
3601,14,17,344
3602,40,30,648
3603,76,49,915
3604,59,16,826
3605,14,7,569
3606,66,40,1226
3607,18,20,680
3608,37,20,1252
3609,29,10,732
3610,28,23,716
3611,17,6,423
3612,44,39,637
3613,37,21,483
3614,30,34,982
3615,21,9,668
3616,26,43,722
3617,2,0,41
3618,25,34,598
3619,58,35,991
3620,30,25,518
3621,63,36,1161
3622,67,27,1210
3623,15,12,411
3624,23,26,785
3625,35,14,578
3626,45,36,634
3627,22,14,621
3628,45,21,537
3629,1,0,93
3630,18,11,585
3631,41,19,1092
3632,27,29,564
3633,0,4,39
3634,53,34,1097
3635,36,15,701
3636,44,20,727
3637,46,29,630
3638,75,47,1909
3639,25,22,628
3640,2,2,48
3641,1,2,70
3642,41,30,802
3643,68,45,1098
3644,8,10,109
3645,35,26,837
3646,2,5,103
3647,17,10,361
3648,27,19,656
3649,24,14,481
3650,11,8,198
3651,32,21,804
3652,6,4,152
3653,41,14,849
3654,58,23,1291
3655,50,23,807
3656,27,21,817
3657,58,20,1420
3658,29,14,490
3659,21,8,568
3660,37,26,858
3661,24,10,465
3662,45,27,1121
3663,14,7,330
3664,61,38,1713
3665,45,27,1235
3666,58,23,1322
3667,57,33,1361
3668,51,35,893
3669,12,20,586
3670,30,8,723
3671,26,20,654
3672,34,39,1023
3673,27,22,562
3674,46,41,944
3675,65,29,1173
3676,8,4,268
3677,16,8,399
3678,45,21,971
3679,48,36,1177
3680,12,10,193
3681,34,24,778
3682,9,13,274
3683,44,27,1012
3684,5,11,273
3685,38,18,691
3686,33,49,1176
3687,0,1,32
3688,4,6,206
3689,45,30,805
3690,41,17,902
3691,44,21,788
3692,29,25,760
3693,33,19,653
3694,17,2,273
3695,38,26,669
3696,30,19,852
3697,37,47,808
3698,30,15,682
3699,25,14,467
3700,15,14,612
3701,32,20,784
3702,50,24,1067
3703,49,27,903
3704,0,0,109
3705,80,58,1534
3706,15,22,550
3707,35,15,736
3708,8,5,191
3709,32,22,902
3710,54,10,937
3711,40,20,936
3712,44,14,594
3713,30,24,890
3714,23,7,777
3715,37,31,894
3716,16,6,410
3717,50,25,970
3718,21,16,547
3719,21,8,627
3720,7,7,224
3721,27,27,823
3722,11,5,321
3723,9,8,297
3724,14,9,352
3725,8,8,387
3726,21,25,661
3727,18,23,734
3728,70,37,1191
3729,22,8,537
3730,4,5,130
3731,37,12,749
3732,1,0,56
3733,37,17,759
3734,16,14,597
3735,38,21,796
3736,39,19,910
3737,15,7,261
3738,11,2,123
3739,17,10,317
3740,32,9,416
3741,10,5,205
3742,47,44,1048
3743,32,25,653
3744,36,17,465
3745,45,41,930
3746,13,10,202
3747,39,28,464
3748,10,9,295
3749,0,1,27
3750,36,26,817
3751,1,1,53
3752,21,18,496
3753,48,26,1181
3754,41,38,726
3755,8,12,195
3756,25,19,517
3757,47,29,794
3758,26,31,664
3759,29,18,496
3760,11,10,205
3761,38,28,644
3762,4,2,74
3763,50,23,729
3764,61,34,950
3765,61,45,1159
3766,47,27,881
3767,28,28,714
3768,47,31,1081
3769,41,52,900
3770,22,9,525
3771,32,38,934
3772,44,19,848
3773,16,12,432
3774,12,20,457
3775,15,11,269
3776,59,60,1185
3777,73,47,1119
3778,9,4,188
3779,26,14,950
3780,2,10,201
3781,32,33,668
3782,29,17,782
3783,47,30,832
3784,57,19,871
3785,22,29,1026
3786,45,15,944
3787,40,18,708
3788,38,16,781
3789,25,31,621
3790,32,20,765
3791,32,23,908
3792,13,19,592
3793,45,40,1047
3794,31,11,563
3795,55,20,969
3796,38,15,720
3797,60,23,870
3798,16,3,375
3799,53,37,983
3800,15,12,512
3801,7,6,249
3802,36,17,745
3803,22,8,347
3804,13,5,256
3805,30,11,277
3806,25,13,461
3807,14,9,411
3808,10,11,238
3809,29,28,1029
3810,15,14,391
3811,4,3,85
3812,25,13,605
3813,14,10,339
3814,14,17,574
3815,31,19,648
3816,36,19,641
3817,8,5,134
3818,29,30,596
3819,6,3,155
3820,10,9,357
3821,15,13,324
3822,37,26,692
3823,43,27,1104
3824,20,9,494
3825,7,15,416
3826,23,17,655
3827,31,16,581
3828,4,6,126
3829,23,15,638
3830,13,5,219
3831,9,6,142
3832,0,0,10
3833,36,30,708
3834,31,22,678
3835,24,17,360
3836,25,23,652
3837,11,10,157
3838,28,13,362
3839,22,13,281
3840,34,18,682
3841,2,0,18
3842,7,8,211
3843,6,5,295
3844,5,1,92
3845,8,19,181
3846,28,21,515
3847,40,24,788
3848,6,0,233
3849,10,6,207
3850,99,86,2599
3851,3,3,98
3852,37,17,712
3853,10,6,195
3854,30,21,750
3855,1,1,31
3856,34,26,596
3857,23,18,501
3858,17,19,438
3859,30,22,671
3860,27,16,588
3861,18,11,392
3862,58,25,646
3863,45,20,862
3864,21,7,399
3865,33,19,619
3866,0,1,115
3867,37,9,655
3868,35,21,649
3869,4,1,87
3870,9,9,258
3871,49,24,863
3872,19,10,472
3873,8,5,126
3874,21,15,447
3875,70,43,906
3876,2,1,69
3877,25,19,403
3878,37,30,667
3879,18,20,624
3880,18,20,624
3881,0,0,0
3882,1,1,60
3883,3,5,72
3884,21,17,606
3885,4,1,70
3886,42,22,965
3887,45,22,1002
3888,13,12,383
3889,34,16,766
3890,25,12,851
3891,16,6,374
3892,10,6,371
3893,51,34,763
3894,2,4,82
3895,49,36,906
3896,34,42,1101
3897,6,6,121
3898,13,13,391
3899,0,11,106
3900,2,6,110
3901,18,5,294
3902,34,24,705
3903,13,19,408
3904,19,12,560
3905,9,2,144
3906,10,26,458
3907,24,21,420
3908,5,5,149
3909,2,2,123
3910,15,26,494
3911,36,42,950
3912,35,51,1080
3913,13,20,409
3914,3,1,126
3915,28,14,692
3916,11,5,222
3917,42,38,644
3918,21,5,347
3919,14,9,491
3920,29,13,571
3921,29,10,655
3922,43,31,1008
3923,30,13,687
3924,8,2,155
3925,43,9,971
3926,32,20,1034
3927,28,17,596
3928,34,18,670
3929,33,19,726
3930,11,13,277
3931,135,52,2095
3932,30,18,593
3933,49,46,829
3934,7,11,326
3935,66,61,1567
3936,7,8,179
3937,33,32,958
3938,40,21,912
3939,15,9,420
3940,37,14,782
3941,14,22,418
3942,12,6,326
3943,9,5,258
3944,28,18,689
3945,0,1,36
3946,10,7,320
3947,40,20,960
3948,51,24,1194
3949,21,16,441
3950,3,3,58
3951,15,11,296
3952,61,20,1356
3953,26,16,659
3954,29,20,628
3955,11,9,346
3956,38,12,697
3957,20,15,554
3958,45,25,738
3959,38,14,531
3960,6,4,117
3961,0,0,0
3962,23,24,555
3963,20,8,330
3964,38,21,676
3965,22,16,628
3966,44,29,1063
3967,15,10,441
3968,21,16,704
3969,6,5,150
3970,35,19,839
3971,40,39,1018
3972,35,19,839
3973,6,2,246
3974,13,10,446
3975,23,14,604
3976,12,12,357
3977,11,4,233
3978,20,19,646
3979,33,13,749
3980,34,19,460
3981,34,32,640
3982,37,33,655
3983,41,36,694
3984,12,8,275
3985,17,13,313
3986,16,2,125
3987,22,34,627
3988,21,12,319
3989,49,33,780
3990,23,25,442
3991,13,1,152
3992,16,12,279
3993,9,8,462
3994,34,5,698
3995,1,1,170
3996,34,27,951
3997,16,4,236
3998,58,19,1074
3999,3,4,121
4000,41,22,784
4001,30,22,592
4002,26,19,476
4003,32,13,492
4004,17,29,564
4005,32,28,629
4006,14,7,236
4007,35,24,542
4008,45,32,1284
4009,37,15,769
4010,0,0,81
4011,2,2,102
4012,4,7,94
4013,12,11,438
4014,37,15,667
4015,1,4,70
4016,8,4,124
4017,18,14,663
4018,1,3,95
4019,2,6,78
4020,0,0,0
4021,33,14,682
4022,28,33,1069
4023,28,13,841
4024,37,30,1012
4025,28,17,584
4026,82,63,2340
4027,14,10,623
4028,1,2,57
4029,4,2,92
4030,4,1,60
4031,21,14,458
4032,48,29,952
4033,14,10,425
4034,5,5,108
4035,14,9,268
4036,2,5,77
4037,15,20,491
4038,43,48,1143
4039,29,27,885
4040,4,7,69
4041,19,21,544
4042,33,29,850
4043,29,27,730
4044,31,21,722
4045,23,31,772
4046,13,3,303
4047,19,15,493
4048,43,11,759
4049,40,7,612
4050,32,6,482
4051,19,12,543
4052,14,21,280
4053,43,26,937
4054,3,2,162
4055,40,16,616
4056,33,38,794
4057,41,22,634
4058,8,17,457
4059,10,7,280
4060,10,24,307
4061,21,23,500
4062,38,38,1112
4063,16,12,481
4064,19,7,374
4065,45,29,681
4066,12,10,306
4067,46,27,1051
4068,21,24,907
4069,44,32,806
4070,19,11,624
4071,14,3,278
4072,7,7,322
4073,9,2,326
4074,43,29,929
4075,25,19,639
4076,52,29,1027
4077,14,11,383
4078,30,8,448
4079,9,8,394
4080,76,53,1873
4081,43,17,997
4082,15,4,333
4083,55,14,1347
4084,7,8,195
4085,22,4,388
4086,34,10,694
4087,43,15,792
4088,12,8,293
4089,6,2,130
4090,44,33,969
4091,1,1,96
4092,21,11,560
4093,4,5,119
4094,20,14,375
4095,7,0,115
4096,46,36,1513
4097,1,1,104
4098,78,47,1525
4099,15,11,543
4100,19,6,462
4101,13,7,701
4102,16,15,433
4103,28,22,627
4104,28,26,648
4105,34,27,652
4106,5,5,165
4107,76,8,745
4108,52,22,928
4109,8,9,428
4110,25,24,631
4111,17,23,811
4112,38,23,730
4113,1,0,19
4114,11,5,333
4115,27,18,745
4116,24,12,655
4117,0,2,33
4118,15,8,144
4119,31,29,656
4120,7,4,125
4121,0,1,12
4122,39,50,748
4123,43,18,440
4124,35,26,536
4125,51,13,516
4126,7,7,157
4127,39,33,631
4128,4,3,148
4129,10,6,318
4130,12,12,204
4131,2,1,122
4132,10,14,377
4133,46,23,799
4134,28,21,463
4135,35,20,658
4136,34,21,740
4137,29,19,730
4138,27,20,672
4139,49,25,772
4140,32,25,564
4141,2,2,58
4142,50,28,861
4143,28,11,546
4144,10,14,377
4145,36,8,922
4146,22,14,499
4147,11,2,243
4148,0,4,50
4149,4,1,107
4150,7,2,49
4151,54,38,1127
4152,36,33,731
4153,78,27,1114
4154,6,2,112
4155,34,12,744
4156,8,9,285
4157,17,7,368
4158,15,4,278
4159,5,7,197
4160,11,14,263
4161,7,6,201
4162,67,42,1063
4163,33,20,574
4164,25,12,494
4165,26,16,554
4166,39,17,1018
4167,35,20,689
4168,27,21,663
4169,5,2,79
4170,31,24,955
4171,19,18,946
4172,41,36,807
4173,11,1,100
4174,40,11,469
4175,26,20,649
4176,23,23,625
4177,72,28,893
4178,30,31,684
4179,7,8,233
4180,0,2,89
4181,32,23,732
4182,3,3,85
4183,32,35,800
4184,36,38,954
4185,28,22,549
4186,4,3,86
4187,45,32,838
4188,5,3,121
4189,29,40,828
4190,34,33,643
4191,15,8,471
4192,48,51,901
4193,37,49,1084
4194,20,32,850
4195,0,3,108
4196,41,39,972
4197,37,32,532
4198,38,31,817
4199,20,7,394
4200,44,5,923
4201,9,6,223
4202,18,6,304
4203,36,19,626
4204,52,20,990
4205,195,85,4402
4206,8,6,228
4207,43,20,936
4208,11,9,845
4209,30,11,663
4210,54,11,1967
4211,51,8,1344
4212,22,21,761
4213,111,24,2585
4214,195,70,4326
4215,7,8,252
4216,27,16,578
4217,21,11,602
4218,32,19,881
4219,52,17,733
4220,66,39,1242
4221,20,23,623
4222,54,28,852
4223,7,30,587
4224,73,38,1369
4225,41,26,931
4226,27,15,503
4227,17,11,526
4228,17,11,456
4229,18,14,391
4230,12,5,271
4231,62,26,783
4232,34,12,629
4233,51,24,1301
4234,10,12,392
4235,35,11,713
4236,39,13,730
4237,66,43,1101
4238,25,21,426
4239,35,35,927
4240,14,3,271
4241,0,0,0
4242,28,16,445
4243,27,19,638
4244,22,16,356
4245,30,10,489
4246,12,1,229
4247,10,3,174
4248,9,9,185
4249,9,9,205
4250,22,11,480
4251,40,30,548
4252,76,53,1332
4253,131,94,3222
4254,16,12,216
4255,9,11,203
4256,18,28,463
4257,11,10,339
4258,23,6,573
4259,34,25,981
4260,36,31,1200
4261,8,5,164
4262,16,6,335
4263,7,13,362
4264,15,19,716
4265,40,11,1031
4266,12,11,353
4267,18,16,351
4268,19,12,481
4269,18,12,509
4270,38,27,732
4271,53,52,1448
4272,10,16,399
4273,30,40,736
4274,2,0,9
4275,28,26,412
4276,16,4,326
4277,13,6,228
4278,32,40,662
4279,30,15,437
4280,19,19,504
4281,15,0,179
4282,38,31,615
4283,13,12,303
4284,9,4,170
4285,16,11,463
4286,5,1,116
4287,24,15,812
4288,37,25,725
4289,59,38,1060
4290,22,16,360
4291,29,11,692
4292,27,17,439
4293,43,27,717
4294,38,29,861
4295,0,0,30
4296,35,29,835
4297,30,25,855
4298,64,19,932
4299,64,19,932
4300,26,23,719
4301,3,2,25
4302,1,1,31
4303,18,8,610
4304,34,28,948
4305,36,17,734
4306,36,10,464
4307,18,4,262
4308,67,34,842
4309,2,4,36
4310,1,0,27
4311,28,16,788
4312,6,7,208
4313,16,8,513
4314,30,15,449
4315,175,82,3840
4316,31,13,756
4317,26,16,485
4318,9,12,344
4319,32,13,561
4320,8,1,127
4321,30,18,658
4322,66,31,1025
4323,5,1,60
4324,4,1,89
4325,4,3,81
4326,19,10,500
4327,39,14,492
4328,32,50,850
4329,38,21,1142
4330,23,20,482
4331,32,24,644
4332,0,0,73
4333,21,24,598
4334,4,12,115
4335,20,22,405
4336,6,16,412
4337,41,29,1039
4338,5,1,108
4339,26,39,693
4340,12,16,482
4341,7,12,366
4342,28,20,654
4343,17,5,262
4344,2,4,77
4345,3,3,104
4346,5,3,126
4347,81,30,871
4348,12,10,351
4349,21,31,642
4350,45,51,1106
4351,20,17,321
4352,24,23,747
4353,1,1,93
4354,81,30,871
4355,63,41,1124
4356,32,23,659
4357,25,24,752
4358,43,9,802
4359,54,19,1049
4360,12,14,853
4361,20,11,459
4362,46,20,946
4363,26,27,691
4364,9,16,346
4365,26,10,603
4366,49,35,951
4367,27,20,586
4368,13,9,412
4369,17,13,469
4370,16,13,343
4371,3,6,106
4372,60,58,1247
4373,43,35,1065
4374,13,13,336
4375,14,14,395
4376,9,2,313
4377,19,5,320
4378,7,12,145
4379,14,10,390
4380,10,1,203
4381,4,2,164
4382,11,9,208
4383,7,6,276
4384,33,28,780
4385,36,22,558
4386,7,3,236
4387,14,20,579
4388,6,8,220
4389,5,5,121
4390,13,10,477
4391,16,18,368
4392,25,17,603
4393,58,42,1273
4394,17,16,446
4395,40,19,847
4396,12,8,265
4397,19,14,269
4398,19,12,267
4399,17,6,148
4400,63,31,769
4401,25,11,281
4402,19,6,367
4403,8,10,271
4404,9,13,583
4405,47,18,486
4406,31,15,629
4407,27,28,678
4408,3,1,96
4409,6,9,347
4410,58,41,1156
4411,31,26,713
4412,19,16,463
4413,27,21,695
4414,23,14,504
4415,18,15,433
4416,29,18,549
4417,33,28,697
4418,35,20,662
4419,41,31,828
4420,0,1,12
4421,75,32,1077
4422,33,23,967
4423,20,21,584
4424,2,2,20
4425,72,23,998
4426,44,18,715
4427,24,47,723
4428,2,1,48
4429,3,4,64
4430,6,3,122
4431,17,12,383
4432,62,18,964
4433,22,18,545
4434,11,3,282
4435,30,42,933
4436,33,31,1026
4437,1,4,64
4438,2,0,35
4439,45,14,762
4440,13,6,227
4441,3,7,151
4442,24,10,500
4443,17,13,464
4444,46,31,988
4445,25,30,819
4446,31,30,774
4447,54,59,1002
4448,25,27,716
4449,14,14,329
4450,2,2,76
4451,30,14,793
4452,5,15,514
4453,1,3,117
4454,37,34,934
4455,45,21,702
4456,4,1,94
4457,37,27,1053
4458,3,6,94
4459,23,23,610
4460,44,27,821
4461,3,6,74
4462,30,59,1048
4463,18,32,524
4464,49,26,743
4465,2,2,83
4466,56,53,911
4467,43,36,1005
4468,63,29,1013
4469,7,1,147
4470,86,52,1824
4471,73,50,1458
4472,15,4,229
4473,3,2,167
4474,27,23,1132
4475,30,9,976
4476,11,11,342
4477,56,22,1241
4478,45,28,1073
4479,8,1,139
4480,28,6,575
4481,3,1,170
4482,5,4,152
4483,16,9,571
4484,20,13,597
4485,32,27,831
4486,45,47,1095
4487,13,29,570
4488,57,38,985
4489,10,7,209
4490,7,1,100
4491,26,12,430
4492,12,6,117
4493,19,10,527
4494,74,45,1120
4495,6,7,294
4496,43,34,987
4497,57,35,693
4498,56,56,904
4499,17,13,405
4500,77,38,1342
4501,51,49,935
4502,41,34,927
4503,51,28,790
4504,41,39,1002
4505,41,15,958
4506,43,29,897
4507,57,30,970
4508,44,43,955
4509,58,31,844
4510,22,14,211
4511,125,63,2264
4512,10,9,146
4513,32,23,834
4514,54,62,1654
4515,73,23,978
4516,13,5,388
4517,73,25,1175
4518,53,32,1127
4519,49,31,1013
4520,94,42,1790
4521,61,26,1197
4522,33,36,681
4523,18,12,514
4524,8,1,182
4525,5,1,245
4526,77,39,1525
4527,3,1,106
4528,69,32,1092
4529,6,1,94
4530,8,1,159
4531,3,1,174
4532,8,2,171
4533,8,4,140
4534,4,0,145
4535,3,0,139
4536,7,0,120
4537,12,1,210
4538,0,0,66
4539,18,3,492
4540,3,0,108
4541,5,0,113
4542,6,1,132
4543,1,0,114
4544,2,0,120
4545,7,1,211
4546,6,0,153
4547,4,3,134
4548,8,6,193
4549,14,2,173
4550,20,6,453
4551,10,3,153
4552,4,1,118
4553,4,3,125
4554,24,4,302
4555,7,3,164
4556,3,0,125
4557,9,11,531
4558,67,23,815
4559,50,24,1216
4560,43,22,594
4561,24,6,452
4562,127,124,3464
4563,0,0,0
4564,14,15,599
4565,30,24,674
4566,43,27,970
4567,20,17,656
4568,29,14,568
4569,24,22,587
4570,39,18,599
4571,138,123,3515
4572,49,28,638
4573,100,58,1583
4574,11,13,524
4575,25,12,664
4576,59,30,1229
4577,31,13,479
4578,51,26,1168
4579,3,4,143
4580,39,32,926
4581,36,16,832
4582,25,19,712
4583,36,14,582
4584,32,24,606
4585,31,15,616
4586,25,13,572
4587,21,9,530
4588,36,12,610
4589,14,4,249
4590,49,30,1218
4591,25,15,454
4592,59,6,2386
4593,57,15,2015
4594,42,15,2152
4595,89,18,2676
4596,15,4,257
4597,17,15,602
4598,5,5,128
4599,18,7,427
4600,15,5,559
4601,0,0,0
4602,0,0,0
4603,29,32,717
4604,36,18,673
4605,45,13,750
4606,22,15,535
4607,19,18,418
4608,28,39,658
4609,41,38,921
4610,34,15,783
4611,34,10,696
4612,20,16,325
4613,55,28,1130
4614,37,16,552
4615,40,31,657
4616,31,14,693
4617,38,34,752
4618,92,45,1240
4619,69,55,1272
4620,17,9,249
4621,24,9,429
4622,24,20,391
4623,55,34,1458
4624,25,9,325
4625,57,15,619
4626,10,3,345
4627,0,2,28
4628,32,25,778
4629,13,11,597
4630,30,11,884
4631,26,11,698
4632,37,27,1350
4633,17,13,496
4634,20,22,759
4635,46,18,1099
4636,26,19,577
4637,23,9,440
4638,42,28,1061
4639,31,13,656
4640,18,30,705
4641,44,43,1182
4642,29,11,692
4643,17,18,381
4644,39,43,1053
4645,43,16,675
4646,19,12,341
4647,43,18,844
4648,55,28,960
4649,22,27,691
4650,36,33,743
4651,34,8,446
4652,1,1,35
4653,10,29,552
4654,22,19,580
4655,42,31,709
4656,26,31,827
4657,5,1,33
4658,4,5,118
4659,51,22,772
4660,28,20,571
4661,52,37,1066
4662,41,16,840
4663,15,10,334
4664,1,4,68
4665,36,34,780
4666,0,0,0
4667,30,17,608
4668,26,15,579
4669,40,29,980
4670,55,18,884
4671,49,21,1026
4672,48,26,1202
4673,8,6,156
4674,46,27,1289
4675,69,36,1378
4676,77,48,2145
4677,70,56,1688
4678,23,17,462
4679,35,6,620
4680,36,16,813
4681,20,7,520
4682,52,18,983
4683,63,22,1233
4684,12,3,308
4685,24,30,703
4686,37,18,858
4687,28,24,932
4688,33,9,512
4689,72,35,1173
4690,23,26,498
4691,25,24,432
4692,11,16,418
4693,44,51,1053
4694,7,5,163
4695,19,9,643
4696,6,6,157
4697,15,11,381
4698,106,100,2344
4699,38,34,1006
4700,26,32,811
4701,38,28,885
4702,23,6,689
4703,12,10,339
4704,48,20,872
4705,50,27,1049
4706,10,3,183
4707,4,3,128
4708,26,15,367
4709,27,19,585
4710,6,6,231
4711,35,21,608
4712,61,23,796
4713,61,37,1153
4714,41,11,1071
4715,8,6,209
4716,9,4,173
4717,25,42,846
4718,57,21,823
4719,20,3,310
4720,28,21,835
4721,38,22,948
4722,37,31,816
4723,32,11,845
4724,30,29,784
4725,10,6,183
4726,40,22,974
4727,6,4,232
4728,11,8,204
4729,10,5,446
4730,20,19,576
4731,17,27,750
4732,16,10,297
4733,22,19,769
4734,12,31,568
4735,35,17,601
4736,4,5,151
4737,27,6,629
4738,10,7,319
4739,26,5,674
4740,27,19,776
4741,32,36,1027
4742,15,12,283
4743,24,14,422
4744,17,12,370
4745,9,1,143
4746,40,42,711
4747,91,43,1301
4748,54,38,647
4749,27,17,663
4750,50,31,677
4751,13,2,154
4752,39,20,551
4753,37,13,629
4754,50,31,677
4755,4,2,211
4756,0,2,34
4757,50,33,1187
4758,0,3,74
4759,41,26,972
4760,19,25,540
4761,29,36,806
4762,41,19,905
4763,19,18,602
4764,77,60,2015
4765,26,11,710
4766,34,14,451
4767,9,3,99
4768,31,35,754
4769,7,9,89
4770,11,3,121
4771,1,1,24
4772,32,37,777
4773,16,12,359
4774,34,15,618
4775,2,0,26
4776,45,27,1037
4777,16,4,301
4778,26,34,635
4779,30,45,836
4780,23,9,533
4781,35,34,1147
4782,25,30,799
4783,50,26,928
4784,55,29,926
4785,12,13,305
4786,42,35,776
4787,15,5,421
4788,47,29,1018
4789,15,50,786
4790,50,55,997
4791,28,19,574
4792,19,26,715
4793,19,18,473
4794,30,49,955
4795,50,28,841
4796,55,41,929
4797,34,41,1015
4798,18,21,475
4799,57,30,801
4800,35,13,852
4801,39,19,886
4802,27,10,839
4803,22,9,381
4804,45,28,749
4805,36,22,628
4806,45,30,691
4807,14,7,292
4808,25,20,614
4809,79,34,1793
4810,46,23,892
4811,22,20,559
4812,48,27,786
4813,42,19,751
4814,6,16,319
4815,26,35,968
4816,63,23,719
4817,31,20,765
4818,3,1,118
4819,15,10,215
4820,27,23,581
4821,23,27,677
4822,12,7,216
4823,31,8,452
4824,12,8,264
4825,11,17,444
4826,39,28,761
4827,0,0,0
4828,6,7,209
4829,21,16,381
4830,17,12,429
4831,49,22,872
4832,18,24,641
4833,8,5,133
4834,11,21,419
4835,18,15,502
4836,34,24,910
4837,17,22,496
4838,45,31,699
4839,49,27,816
4840,15,7,355
4841,36,27,733
4842,12,9,351
4843,23,15,640
4844,27,16,438
4845,0,1,7
4846,7,2,105
4847,22,6,218
4848,7,2,89
4849,2,0,64
4850,37,21,677
4851,10,3,261
4852,25,14,658
4853,42,25,617
4854,12,3,146
4855,16,4,246
4856,6,9,372
4857,5,1,197
4858,25,12,608
4859,18,11,554
4860,23,23,599
4861,65,49,1362
4862,18,8,346
4863,16,10,501
4864,28,13,715
4865,10,7,195
4866,1,7,170
4867,2,2,52
4868,44,28,828
4869,23,9,582
4870,15,18,362
4871,27,26,876
4872,24,23,558
4873,36,13,536
4874,21,15,697
4875,22,21,702
4876,1,1,45
4877,28,22,872
4878,49,30,1003
4879,4,2,45
4880,5,4,120
4881,2,0,46
4882,41,37,956
4883,0,6,28
4884,16,24,644
4885,50,18,628
4886,6,1,123
4887,20,24,468
4888,3,5,77
4889,8,7,140
4890,31,28,901
4891,59,25,776
4892,29,31,811
4893,10,25,360
4894,53,34,1108
4895,11,6,151
4896,54,57,1252
4897,2,3,138
4898,21,30,637
4899,22,17,368
4900,2,2,57
4901,22,11,396
4902,15,18,437
4903,5,13,369
4904,29,23,931
4905,25,23,590
4906,1,4,110
4907,47,27,901
4908,5,0,82
4909,50,47,1089
4910,54,26,880
4911,54,43,1031
4912,2,2,53
4913,42,14,553
4914,49,13,977
4915,17,7,456
4916,19,15,640
4917,8,5,362
4918,38,30,712
4919,36,17,616
4920,53,35,937
4921,76,47,1546
4922,63,31,755
4923,19,6,478
4924,117,94,1695
4925,38,26,679
4926,29,16,409
4927,17,7,383
4928,45,13,751
4929,30,47,1040
4930,21,15,503
4931,37,24,568
4932,15,13,383
4933,56,32,1012
4934,43,8,727
4935,21,19,781
4936,31,6,580
4937,37,17,837
4938,8,9,321
4939,10,4,120
4940,10,13,320
4941,43,9,631
4942,42,29,1043
4943,23,9,622
4944,0,0,0
4945,58,18,983
4946,21,8,337
4947,17,6,234
4948,34,12,539
4949,37,24,846
4950,15,5,456
4951,22,7,292
4952,29,29,1090
4953,33,24,601
4954,34,16,583
4955,0,0,0
4956,56,29,928
4957,29,18,582
4958,2,7,185
4959,36,27,1176
4960,64,25,1015
4961,21,21,651
4962,37,27,1021
4963,13,6,351
4964,24,19,635
4965,34,17,539
4966,5,5,121
4967,15,13,532
4968,13,4,290
4969,24,18,714
4970,42,41,705
4971,2,3,88
4972,38,17,758
4973,40,17,708
4974,13,12,253
4975,26,13,285
4976,7,6,133
4977,28,24,433
4978,14,13,353
4979,26,7,346
4980,11,6,133
4981,15,4,289
4982,54,50,704
4983,15,0,220
4984,7,6,256
4985,0,2,27
4986,50,26,1090
4987,54,30,1156
4988,3,1,143
4989,34,32,758
4990,25,22,608
4991,16,27,629
4992,13,18,396
4993,36,21,729
4994,32,17,644
4995,2,2,63
4996,17,21,650
4997,0,5,65
4998,26,18,577
4999,33,30,687
5000,32,16,818
5001,18,13,430
5002,37,26,620
5003,12,12,382
5004,3,2,111
5005,3,2,35
5006,8,0,135
5007,56,24,1028
5008,19,7,596
5009,1,2,79
5010,3,10,258
5011,1,2,57
5012,13,14,416
5013,48,26,1074
5014,25,30,780
5015,35,19,714
5016,15,10,685
5017,32,12,651
5018,18,24,388
5019,51,21,835
5020,43,18,687
5021,11,30,568
5022,5,1,96
5023,24,16,492
5024,10,6,158
5025,16,15,556
5026,41,40,957
5027,48,37,924
5028,24,37,744
5029,49,32,1093
5030,48,33,885
5031,39,31,1181
5032,36,30,870
5033,31,47,1023
5034,22,26,851
5035,56,39,961
5036,51,43,959
5037,5,6,123
5038,23,16,551
5039,0,3,70
5040,16,18,424
5041,40,17,799
5042,91,23,1282
5043,33,15,816
5044,50,21,1017
5045,19,5,365
5046,28,18,862
5047,24,5,470
5048,37,29,613
5049,47,22,722
5050,34,25,692
5051,10,2,165
5052,15,21,392
5053,40,25,907
5054,22,7,331
5055,22,20,772
5056,33,27,879
5057,25,21,696
5058,11,10,376
5059,9,21,413
5060,14,2,229
5061,45,26,975
5062,8,5,182
5063,15,9,307
5064,21,11,681
5065,43,23,1081
5066,40,18,652
5067,7,3,258
5068,71,25,798
5069,21,10,416
5070,1,0,76
5071,67,30,953
5072,10,8,283
5073,8,4,149
5074,22,29,800
5075,39,28,1011
5076,24,8,405
5077,23,12,508
5078,20,8,407
5079,63,12,833
5080,18,10,333
5081,8,3,139
5082,45,47,1153
5083,33,18,650
5084,63,24,1493
5085,5,1,110
5086,6,1,123
5087,5,0,122
5088,82,34,1705
5089,19,18,487
5090,0,2,113
5091,50,30,1014
5092,6,1,143
5093,35,10,371
5094,19,10,692
5095,23,10,504
5096,15,10,718
5097,0,0,0
